"screen_name","text"
"matizqui","@jasonwoody @sailorrooscout ""all it does is prevent you from dying!"" - anti-vaxxers, assuming they are convincing you not to get the vaccine"
"dajerseyboy","@gorskon I think the surprise isn't that there's anti-vaccine sentiment, but how easily and completely it's been mainstreamed."
"Advocate1415","The biggest anti-vaxxer of all is.... the vaccine itself. Those millions of adverse reactions are a fucking killer for every propaganda shill out there."
"LaurieJBarnes","Watching GH. Okay, a little tired of Carly yelling. As far as Jason. His character would still be alive if the actor wasn't anti-vaccine."
"Mithra89020456","Chiropractors' association 'appalled and disappointed' by anti-vaccine statements at B.C. meeting | CBC News https://t.co/WnRiHMvANS The Covid Vaxx Is The Devils Candy !!"
"toomanybeards","@DanBoeckner America is very angry that China doesn't have a deranged anti-vaccine protest movement, and is trying to start one up.
Around a year ago, RFA was complaining about a 'journalist' jailed in China for trying to encourage resistance to vaccine lockdowns."
"OldSouthernDem","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/ZUBkzB8vlP"
"binxibooo","@TheKaranMenon Except for the fact the vaccine hesitancy and anti-vaxx sentiment is a bigger problem for South Africa."
"tramorabroad","@CheckpointRNZ She wants an alternative vaccine. Sheâ€™s not anti vax, sheâ€™s anti mandate and pro choice in what we inject into our bodies. How is that wrong?"
"yojoots","@TrutherUfo Tried doing some research on it. Here's most of what I found: https://t.co/IhkHERcdVi
https://t.co/GoGjgNBEOS
https://t.co/zsh5yepyDw
https://t.co/z6bqokONGl
https://t.co/Mc2F4hhxnM
https://t.co/aRWTNfC1oJ
https://t.co/BVjoVcrqsr
https://t.co/euzS8CQ8Pv
https://t.co/TPLeWsmM3T"
"ChristyCeeCK","It's important to understand this piece of South African vax hesitancy:

""In South Africa, vaccine hesitancy is higher among white South Africans than among Blacks, though whites are more likely to have been vaccinated, possibly because of better access.""

https://t.co/4gJzqDGpv6"
"leeleslan","Big Mouth Ohio Rep. Jim Jordan says America is done with Covid.  He is dumb as a brick. Too bad that is not the truth.  Anything that comes from a Republican's mouth is made-up lie as the states that voted for Trump has a 50% increase in deaths because they have been anti-vaccine"
"levihasherpez","okay, heres the thing though: ive been following gazi on instagram and hes gone full 180 and is now anti vaccine, and pro trump. 

gifted entertainer? absolutely. genuine revolutionary? i have my doubts. https://t.co/ELYAKKYOL9"
"ZEZUS__","Bitch?! I'm at this desk crying laughing. First off, no I wasn't aware... but she's a 24-yr old who was raised to be an anti-vaxxer and who quit because of the vaccine mandate. Am I surprised SHE'S a budding racist? Oh girl. https://t.co/RJ558DcH7x"
"alyson_neel","For those who are scratching their heads about the name â€œDr. Robert Maloneâ€ - yes, thatâ€™s another well-known, national anti-vaxxer! Good summary by @factcheckdotorg <U+0001F447><U+0001F3FB>#lalege

https://t.co/BbSFNqsGR6"
"bowlby4","Ron DeSantis and the Conservative Death Cult of Freedom | The New Republic https://t.co/BkGSS0pEPl"
"slurpmynutts","@falling_star_99 @corystieg It would go away if you and your anti-vaccine cult would shut up about your â€œrightsâ€ and just wear a mask and get vaccinated. This pandemic would already be over if everyone would listen to facts and reason."
"Cabadobedia","@d_ylan7 @tamalama67 which years? anti-vaccination rallies have seen lots of police presence

the safer-schools rally I attended had zero police presence (second one, thankfully hired private security), the prior one was made uncomfortable by anti-vaccine provocateurs (which the police allowed)"
"Barrabarra5","@TomthunkitsMind â€œnever heard of covid-toeâ€ sounds very trumpy, but Rodgers *is* very trumpy, or maybe he believes heâ€™s untouchable and invincible like other anti-vaccine and anti-science #maga."
"oesparadys","This is a really good sollution for anti-vaxxers to get hold of a vaccine certificate <U+0001F447> https://t.co/LsQJmljHMQ"
"MarkyMcMarksman","@Weydwin @jayfaz55 @thebenshambear @afneil The fact you think not needing a vaccine makes you anti vax sums you up perfectly. I also don't need a hysterectomy, so I must be anti women."
"DailyJLee","@Lymphomation @eliowa @EricTopol I like to disaggregate anti vaccine narratives pre covid relating to childhood immunization from post covid, covid vaccine apprehensions. These two were too easily conflates and used to snuff out rigorous academic and policy discussions."
"cappsie","@JCDeardeuff @BurgerLab12 @wjack76995 @JT375043170 @ghoppe @barryjohnreid21 @MdRisette @mcfunny @frugalsues @JSAHolmes @andylumm @ChrisJohnsonMD @MaureenStroud @bigmack600 @pawley_robert @nancy41603 @Chris_F_Carson @TierraHenson @lochard24 @NextGenRed @RTheatheist @johnnyutah66623 @BioVisionary @Bill20538001 @WhoCares011813 @livefre85257272 @Truth_in_Number @UnclebuckJ @Bebert701 @Kathmarval @ADevotedYogi @markmcdougall13 @nyob7714 @BrowningNeelyn @KayVonPaul @Alex_on_A14 @WendyOrent @Will_holliday1 @NateWeymouth @FineAndBrennan @JohnBee888 @carlsmythe @ItsAllLies1 @ADreyzen @RodFair2 @DEKKplans @KAMasse81 @jamesgordon4th @DontMes70957787 @Jenni86587557 Is it difficult to willfully ignore ALL the data supporting the vaccine efficacy? Are you completely anti-vaxx or just anti-COVID-vaxx?"
"AMiller345","@DennisKendel This whole thing feels like a cover for their anti-mask/ anti-vaccine group. This is the same group who threatened to sue school divisions over mask mandates in the fall"
"Georgia58445456","Has Doug Ford endorsed what his daughter is doing? Is it his fault she's anti vaccine? https://t.co/3enWWS1JYa"
"Georgia58445456","Boots on the ground. Police are being suspended because they're anti vaccine. We need the police. I know they're terrible people but somebody has to do it. BIG PHARMA IS TAKING AWAY OUR POLICE FORCE."
"ethicypatriot","How anti-vaccine activists and the GOP are growing closer 

https://t.co/8r2jH9HeRi"
"TeaPainUSA","If Republicans keep killin' Americans, they hope voters will be dumb enough to blame President Biden.

https://t.co/KYr2JbtzzU"
"Rubychirp1","For those asking if we'll ever get Covid controlled Decide for yourself, after reading this. But on the flip, they're culling their own herd
https://t.co/391IpICaov"
"nbsurprise","god fucking damnit not anti-vaxxers in my country

and yes, promptly, people are comparing vaccine verification with nazi germany https://t.co/CwFGhfJJEn"
"Tomledufromage","@APOOCH If there is a plant based vaccine itâ€™ll be something else that stops him. There is always a caveat with anti vaxx logic."
"victorkid38","@NYCTSubway Car 1678 6 train going downtown towards Brooklyn bridge City Hall. There are many anti vaccine stickers. If their can be something about them. Thank you!"
"CTLibertyRally","""By studying chickens, researchers say they have PROVEN the theory that more virulent viruses can evolve from so-called â€œleakyâ€ vaccines."" -  2019

Now questioning mutation with a vaccine that does not prevent infection is anti-#science?

https://t.co/Ols9QMKsAC"
"cwrujd","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' #SmartNews  https://t.co/GsONvxuwle"
"ShotByRsorry","Merriam Webster changed their definition of anti-vaxxer and CDC changed their definition of vaccine. You can't make this shit up. <U+0001F923> https://t.co/snfpZYTvSI"
"tia_96","@NickC46 I wish there is a vaccine for stupidity and ignorant for anti-vaxxers <U+0001F644><U+0001F644><U+0001F644>"
"superdeadmols","@orly_burton I also donâ€™t understand why anti vaxxers donâ€™t trust or rely on the vaccine either yes it doesnâ€™t make you immune from covid but it risks your chance or hospitalisation if you get it or from having worse symptoms"
"DrTobyGilbert","""That anti-vaccine activists still use the same old tired and debunked canards about liberty suggests their grasp of history is on par with their understanding of medical science.""

No punches being pulled by @drg1985 this morning
 https://t.co/LrnyJU9g9U"
"LorenzoCriscuo5","@Tamaramonkey These people (anti vaccine folks) have no problem with mandatory vaccination for kids. A deadly pandemic is where they draw the line,based on what some guru said on Facebook.smh <U+0001F621>"
"DrPanMD","Anti-vaxxers really like taking drugs, just not the ones that actually work. There is a lot of money being made selling fake treatments to anti-vaxxers. #PharmaShills 
https://t.co/a8fxPLlwlk https://t.co/S2zjeIaEdH"
"cmgreen86","Nothing like flipping off the anti mask/vax pieces of shit protesting at the hospital on my way home from my kids' 2nd vaccine study visit. Makes my fucking blood BOIL!"
"bennydiego","Just got home from taking my anti-vaccine mom to get the booster shot. Told her if sheâ€™s unvaccinated she canâ€™t see her grandchildren over the holidays. She is now fully vaccinated.

She wanted to go shopping so I said sure, but only if she wears a mask. 

Iâ€™m such a good son! <U+0001F600>"
"vax_XXL","@TUEart50 @france_soir Stratospheric claims from an antivaxer. Tell us about the numbers for anti-poliomielitic vaccine side effects. Or about anti-rabic vaccine side effects. Or about aspirin side effects."
"Gleason4plus5","@ashishkjha Just because you don't like vaccine mandates doesn't mean you have to refuse the vaccine. Freedom to say no also means the freedom to say yes. There seems to be an awful lot of spite in the anti-vaccine camp, and very little understanding."
"ToonyGoons","""growing alliance"" what?

they're twins. they're both offspring of fractious and radicalizing Facebook insanity

https://t.co/RQ6MeBMXjE"
"qstnvrythng_","A physicist with a book to sell published baselesss misinformation today on topics related to epidemiology &amp; virology without understanding the irony of it all. https://t.co/yq0LHucoBz"
"FirstUpRNZ","The Newmarket Business Association estimated the protest cost retailers up to $600,000 on what should have been the busiest shopping day in more than 100 days of lockdown.  @ellapetastewart reports https://t.co/qEiirfzLsl"
"SophiaElizMaria","im so done with anti catholic talk
im so done with anti science (particularly anti vaccine, anti mask) talk
pls someone get me out of hereeee (conservative evangelical republican uni)"
"kenyon01_sue","@realLizUSA Republicans are purposely keeping their anti vaccine base riled keeping the virus going here in US just to prove this point. Killing their constituents doesnâ€™t bother them."
"CatoInstitute",".@MerriamWebster needs to update its definition of ""anti-vaxxer."" It shouldn't include people who are pro-<U+200B>vaccine but against mandatory vaccination, says @dr4liberty Jeffrey A. Singer... https://t.co/uqJMFtZD2z #CatoHealth https://t.co/zQppgeihkH"
"DiamondHandsX","@Maria264506501 @Mary81340677 @johnpecco1 If only antifa was anti fascist and didnâ€™t run around imposing their ideologies on to people like fascists lol. What exactly is anti fascist about demanding vaccine mandates?"
"ElBonitoGordito","Still do not see a single anti-vaxxer suggest to consult with your doctor on what vaccine works for you or not. Nope, itâ€™s all a deep state McDonaldâ€™s shit pit of crazy."
"AndrewM60645243","@TheSun Sad story but given the amount of ppl getting the vaccine, worldwide, why are they believing all the anti vaccine nonsense? Itâ€™s their own fault."
"HodgeYES7","@DrOakley1689 Nope, the vaccines are fine. Scientists across the world are assessing them with objective data and the OVERWHELMING consensus is they A) work and B) are safe for most people. You're blowing this out of proportion AND seeking out bad info to confirm your anti-vaccine bias. Stop."
"Motivation724","It's Experimental! Not a Vaccine!

Sir Rod Stewart only allowing triple-vaccinated guests into Christmas party as he blasts â€˜killerâ€™ anti-vaxxers.
 https://t.co/C2F5TzSFUr"
"nycgunner74","@GOP Which policies? Tax cuts for the rich? Detaining kids at the border? Anti mask and anti vaccine?? Which policies"
"GenZSuck","@stillgray Is that an unvaccinated leper?  She probably refuses to wear an AIDS ribbon too.  Democrats want anti-vaxxers put to death for risking their lives.  Imagine being vaccinated and still fearing death from the virus that the vaccine is supposed to protect you from."
"CrystalChild59","Anti-vaccine Christian broadcaster Marcus Lamb dies at 64 after contracting Covid - NBC News

Oh wellâ€¦ https://t.co/ctqFzL58aI"
"JClickbaited","An anti-vaccine ad by an Orthodox group briefly took over a Crown Heights bus stop â€“ The Forward https://t.co/yWqey3XZ6S"
"rockelliegames","My momâ€™s friend sent her an â€œadverse research covid vaccine report.â€

She printed it.

I read it. It was not a true research/study. It is an anti-organization trying to recruit under the guise of research. 

Itâ€™s sick knowing someone tried to take advantage of her. Sick <U+0001F92E> https://t.co/QGyTIMudoh"
"SCMwritesplays","@maddiecorman Sadly, my entire family is anti-vaxx. I am boostered, so am going to take the risk as my grandparents have dementia and little time left. They wouldâ€™ve taken the vaccine had they had their wits still :( But other than that, I will only mingle with those fully vaxxed."
"TorradoFilipe","@TheMarieOakes <U+0001F605> Should assemble the anti vaccine crowd every week and let them die (and make them pay for the hospitalisations)"
"binfe","@digitaltrader @PalmerReport Nope youâ€™ve missed the point. Theyâ€™re anti vaccine until the rubber hits the road. I wouldnâ€™t want to enter a restaurant wherein sits an unvaccinated person and I will vote to ensure that I can and he cannot."
"JoniBeGood66","I'm not anti-vaccine, but I am anti-vaccine mandates. I'm not convinced they work and I don't understand how anyone can be so certain they do that they feel they have the right to require someone else get vaccinated. https://t.co/fjWYf3CGH7"
"DioCyde","@jcraven22420 @LisaFaire5 @ItsaMeChristina @mmpadellan You're talking about it now because he said anti vaccine bullshit and you're trying to cancel him out of relevancy. Yet you refuse to do the same to others."
"1813Doncarlo","You need to stop posting FOX-fed anti-vaccine misinformation. https://t.co/5nCvI6lYmt"
"12thHouseMars","every â€œpro-vaccineâ€ and â€œanti-vaccineâ€ person on here just regurgitate the same talking points over and over and wish death on each other. absolutely wild."
"khankiso","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/FobRMFw1kg"
"bazakel","@newscomauHQ These stories shouldnâ€™t be reported by the media because all it does is deter the hesitant from getting the vaccine and fuel the crazed imagination of the anti-vaxxers."
"MarqueDyes","Random hypothetical for Anti Vaxxers:
Imagine the govt just mailed you a box full of 100 COVID self-tests.
A note with the package reads â€œpresent a negative test anywhere in public to bypass vaccine requirements.â€
Do you comply and start taking the tests?"
"SimonMoseley1","@piersmorgan I know this sounds harsh but anti vaccine lots should sign an agreement not to be treated"
"gogojojo1223","@sportscargarage @MDavidSchafer @Douglas16475773 @jimcramer No actually you didnâ€™t show anything other than news reports and conspiracy theories

Thereâ€™s nothing â€œanti-scienceâ€ about wanting to use a safe and effective vaccine to prevent severe illness in the majority of individuals"
"JayandSteve","Open SmartNews and read ""Paul Krugman argues the GOP is â€˜pro-COVIDâ€™ and is trying to â€˜keep the pandemic goingâ€™"" here: https://t.co/lu9yj27FBe 
To read it on the web, tap here: https://t.co/3l6uV4lFZn"
"silkyvelvett","ppl who call the vaccine the JAB are either ultra conservative anti vaxxers or neolibs"
"HZAbdulmuttalib","#ABC At least until June 2021, Facebook had significant gaps in its efforts to tackle COVID-19 misinformation from one of the most prominent anti-vaccine groups in the world, according to a study from ISD Global. https://t.co/X92sf6g9ec  @ABC"
"PsychoNetsFan","Kyrie-I donâ€™t want to be seen as Anti Vaxx

Also Kyrie-I donâ€™t trust this current vaccine. 

Kyrie- I donâ€™t want to get the vaccine due the possibility of it making me miss more long term games. 

Also Kyrie-Has not played a game since June 2021 https://t.co/wEJW3lvNPq https://t.co/hpzdoykmFw"
"JPRnews","The day before Trump's speech, a homeopathic doctor named Edward Group stood on the same stage and suggested to the audience they should drink their urine as an alternative to getting vaccinated against COVID-19.

https://t.co/UZ8D36AsoK"
"JohnFiliss","This article is a great example of how to lose a culture war. Spread it far and wide.

https://t.co/ilw0FL5ttW"
"clevjustice","I thought the Ex-Prez was the sole creator of the vaccine with his ""operation warp speed?"" How are they joining with the anti-vaxxers? It makes no sense since they are less than a quarter of the population. How is that building your base? https://t.co/sXmIw4xDdc"
"haulinpipe","@AndreaHorwath The vaccine is free so why not start with that??? But no, we will make testing free for all the anti vaxx morons."
"DubLoony","@AndyMOBrien @rplobrien What he's doing now is using anti-vaccine stance as a wedge to break Romania out of EU. A hate monger who shouldn't be listened to but handy to keep a tabs on."
"the_brainbolt","Because every anti-vaccine asshole needs a more famous back-up anti-vaxx asshole. https://t.co/F7HCrRhcKj"
"SteveMiller_75","@the_deep_thou @FreckledLiberty You think a healthy lifestyle is more protection then the vaccine and you called it experimental. 

For the slow people in the audience that is anti-vaccine completely with ignorant misinformation.

Your last sentence shows what a hippocrit you are after arguing with me all day."
"HoopKidz","Netsâ€™ Kyrie Irving doesnâ€™t trust the COVID-19 vaccine due to his own medical history, report says https://t.co/rJnTgRcLPF"
"IceCavern6","@ChristofPierson @JesseZurawell ""Anti-vaxxers"" isn't the same as ""Anti-this-vaccine."" But you either know this already and are being disingenuous or just stupid. I would hedge my bets on both."
"IceCavern6","@vision_faded @JesseZurawell ""Anti-vaxxers"" isn't the same as ""Anti-this-vaccine."" But you either know this already and are being disingenuous or just stupid. I would hedge my bets on both."
"3392ba0e4403422","@MrPatMineo You are only looking for something bad for Iowa. It was wrong on both sides. You wear anti Iowa glasses and everyone knows it. Itâ€™s like politics or the vaccine debateâ€¦you find something you side with and thatâ€™s all you see. You are a joke, man."
"BarryCPearson","Australia is likely soon to join the expanding list of countries that are offering anti-COVID vaccines to under-12s.

UK is a bit behind, but may authorise it during 2021.

""TGA provisionally approves Pfizer COVID-19 vaccine for 5 to 11-year-olds""
https://t.co/LgaDxtDJq4"
"BarryCPearson","@Beck_Sall Vaccines pose only a very tiny risk.
Except in anti-vaccine delusions!

Some idiots think VAERS &amp; Yellow Cards are lists of vaccine deaths!<U+0001F923><U+0001F923>

More than 8 billion doses of anti-COVID vaccine have been injected worldwide.
Those billions of people are not dropping like flies!"
"605Jim","@ronniedidntdoit @SheriffClarke We will all be paying higher premiums in the next couple years also. Hospitals are full all around the country because the anti vaccine  movement. Itâ€™s pretty easy to figure out that prices will get passed on they healthcare premiums."
"ScaryLikeAFoxx","@mplspat @valleyofthemud @HeatherHabanero @CBSNews Meanwhile, opinions and magical thinking doesnâ€™t make this a â€œvaccineâ€ or this non strategy ethical or effective.

This is perpetuating a dangerous situation &amp; using it as an excuse to force injections of an UNapproved, experimental product. Itâ€™s backwards, and itâ€™s anti science"
"rnz_news","Newmarket shop owners fearful of further anti-vaccine mandate protests: 'I had to lock the door' https://t.co/YwRojZOWWp"
"Geegee890","if your anti vaccine and you actually know the virus and how vaccines work - but people just blindly following nooo... educate yaselfs everythingâ€™s there, Iâ€™ll bite my tongue if Iâ€™ve read propa ganda research <U+0001F605> but so far vaccines and medicine have saved life"
"Rattinger","Yesterday a friendâ€”who is vaccinated and boostedâ€”told me they got it because they want their child to see their family, but that otherwise they were concerned about the speed of the vaccine give how new the virus was. So clearly not an anti-vaxxer, just questioning."
"VerdantSquare","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/VRKjOtDup4 via https://t.co/gVRWW4kYQa https://t.co/fvlgDu9fIp"
"StephenGlahn","Of this there is no doubt, republicans want to keep their base sick, agitated and easy to manipulate for what they try next.

@PaulKrugman argues the @GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/YJQ9N6cQNJ"
"kathrynresister","So anti-vaxxers would rather die than get a lifesaving vaccine. Ummm hmmm. These are not the sharpest tools in the shed. I'm not gonna argue with them anymore, so be it!"
"Browning_Lewis_","If youâ€™re anti-vaccine then fine, whatever. But please do shoving it down everyoneâ€™s throats. Cheers."
"realRyanHolman","@titch505 @MautzeDingDong @philthatremains You think the vaccine should not be mandated, you're an anti-vaxxer."
"SuzMcBrideBooks","@B52Malmet @EileenQuirke4 @hugolowell The Republicans don't seem to care that their misinformation/disinformation and anti-vaccine strategy meant to smear Biden is killing off their base."
"georgekaiser94","@Danny_Funaro @bhc3 Me too. And for a variety of reasons we should be mandating vaccines. Being so anti-vaccine mandates which have been around for a long time does nothing but enable vaccine skeptics and anti-vaxxers."
"georgekaiser94","@Danny_Funaro @bhc3 If itâ€™s genuinely a timeline thing I guess thatâ€™s fair, but the arguments vaccine skeptics and anti-vaxxers make wonâ€™t change and I guess your position on the role of â€œpersonal freedomâ€ in this issue will?"
"AlanRMacLeod","@nytimes While decrying anti-vaxxers at home, corporate media like the NY Times have been among the strongest peddlers of fear and suspicion when it comes to the Russian and Chinese vaccines. 

My @MintPressNews article:

https://t.co/fXmby281C0"
"GKJill","Inside the growing alliance between anti-vaccine activists and pro-Trump Republicans https://t.co/DelN2wAtSc"
"SteveCoville","An Angry Mob of Anti-Vaccine Extremists Swarmed a Childrenâ€™s Toy Store in the West EdmontonÂ Mall(https://t.co/ji0MIrF859)"
"HRivera72964164","Article says Dr. Mary Bowden suspended cuz ""she repeatedly defended the anti-parasitical drug Ivermectin as a COVID-19 treatment""

Article features picture of Dr. Joseph Varon, ""The Covid Hunter"" who's saved 1000s of Covid patients using... Ivermectin!

https://t.co/UN0KBBKIrb?"
"herbm55_herb","@TheRealHoarse I gave up. Lifeâ€™s too short. My former relatives said God sent us Trump. Theyâ€™re anti-vaccineâ€¦.and still â€œformerâ€ relatives."
"Royal_____Rebel","@ganja_pitbull @RepThomasMassie Whose freedom are you referring to? Women? Black people? LGBTQ, Jews, Muslims or MAGAs? 
1-Women- inequality, reproductive rights
2-Blacks - racism, police brutality, 
3-LGBTQ- inequality
4-Muslims/Jews-Hate crimes 
5-MAGAs- guns, anti-mask, anti-vaccine."
"IrkaLive",".@NYCMayor De Blasio is a virus. Need the anti-DeBlasio vaccine ASAP. https://t.co/Y7H8saVnhB via @nypmetro"
"Drag0nReborn","@Blackandbougie2 I'm not anti-vaccine I do not support the homicide via abortion, but once the atrocity has been committed, at least some good can come of it (no where near a justification thereof, however). If those cells in the petri dish are a ZEF, yes, their life has equal value to yours."
"TonyGoldSE","@katie_gatens @thesundaytimes Katie Gatens is anti science. 

Viral load is mainly based on age, not vaccine status. 

If you're going to ban people you'd be better off doing it by age. https://t.co/ps6y95yYGA"
"TonyGoldSE","Anti science from the Sunday Times. 

The viral load in a person is mainly about age, not vaccine status. https://t.co/HA2pSpQ6c3"
"NORBET","@leftielancastr1 It gets better ! Arguments with Right said Fred as they're anti mask / vaccine cranks ? &amp; threatening Jennifer Acuri with legal action"
"lil_puff_fluff","@original31313 People are so quick to forget what happened last week, let alone for the whole of this pandemic and that's what fear mongering anti-vaxxers rely on, scarying people with genuine concerns over a new vaccine technology being used in mass as it has."
"Jonatha29819186","@blakeps Do you have the vaccine? And no this ainâ€™t political I am anti vaccine"
"CTSenateDems","Inside the growing alliance between anti-vaccine activists and pro-Trump Republicans 
Via @NPR 
https://t.co/PlKcPohYgP"
"getupgetfree","NYTIMES is anti vax when it comes to China. What a horrible way to portray a vaccination effort. https://t.co/W6MMnm3MPD"
"_shayvez_","Iâ€™ve had this after the vaccine and I know like soooo many other girls this has happened to. Iâ€™m not anti vaccine but like â€¦ I would have liked to know that could happen https://t.co/MtJ2vAbDEm"
"pete_granite","@MetEireann Is there an anti storm vaccine?"
"pete_granite","@MetEireann Can we get an anti storm vaccine so that we can go out in it?"
"dewattobay","@seanhannity anti-vaxxers like you are SPREADERS because
https://t.co/CQeI3EdzcA"
"realTuckFrumper","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/RowWNeXFYP"
"RealAmVoice","Thousands of protesters in Brussels, Belgium, marched Sunday against the government's new vaccine mandates before police fired water cannons and tear gas to disperse the crowd.

https://t.co/sr7cQRHT3J"
"DXTraeger","@urbangirl_72 @redwondereroft1 @catturd2 @UsaCay This article (among others) challenges Malone's claim that he ""invented mRNA"" and debunks several covid/vaccine myths

https://t.co/VDRjaYzQYv"
"Lymphomation","Examining vaccine hesitancy worldwide: 

Me: It's not just about vaccines ... it's a lack of trust in science and ignorance about regulatory functions.  It's the belief that Big Pharma corruption is pervasive.

**It's a communication failure.**

https://t.co/p5QGS74mGP"
"chadgrabner","Let these idiots dig their own grave, but not mine.

Inside the growing alliance between anti-vaccine activists and pro-Trump Republicans https://t.co/tPoTYEjcGL"
"BrockytheBC","@dorothymanitoba @OttawaHealth @CaulfieldTim @CHEO One thousand percent agree and whoever started this disinformation most likely is an anti-vaccine advocate and wants to discourage people from getting their kids vaccinated. I canâ€™t get my brain around that <U+0001F621>"
"Dave__Jeffress","@linkinbrown88 @AnnastaciaMP Lol anti vaxers have done litetally nothing to help the community the entire pandemic. Complained about masks, complained about lockdowns, complained about checking in, now complaining about vaccine"
"Lucybelle4","@BrentTexasAgs @Jeff15551554 @MyP_Chicago @SenRonJohnson So are you totally anti vaccine? For all of them?"
"cropah","@JedediahBila 600% more likely to get Covid if unvaccinated.  1200% more likely to die. Funny how only the anti vaccine folks know all these people who are vaxxed and getting Covidâ€¦"
"badbusterboy","Inside the growing alliance between anti-vaccine activists and pro-Trump Republicans - NPR.  Just-Eric Chump to Anti- Vaxxers. Do You Want To Die Or Not?!?  RepubliCONS Donâ€™t Care! https://t.co/Fbp4gYXOFz"
"CollieYimby","@AdotSad â€œBut heâ€™s not anti vaccine!â€"
"asarihuntress","It's so funny that anti vaxxers try to play off people with natural immunity from infection vs people who've had the vaccine as two distinct groups when like, plenty of people (probably most at this point?) have both lol"
"lwickedgirl","@fem_mb This feels like a new religion. So many people are science deniers. We have the anti vaccine people and the people who think believing you are something magically transforms you into it and everyone has to agree to it. We have people who want to burn books that offend them. https://t.co/8LSxh8hJJ4"
"PhillipahTsuro","@schikanza @MGadzire @daddyhope @SABCNews @dewamavhinga @hrw @KenRoth In other words vaccine companies like Pfizer are themselves spreading anti vax propaganda because the statistics are coming from their own 55 year release reports."
"lalonde019","@thurdeye is Pat that stupid? His anti vaccine theories are a hoot"
"DeviousKindly","@Parthenogene @JohnTra91639890 @neeratanden Neera is anti-vaccine? 

https://t.co/G3OUZcNGCQ"
"Robertovvv","What about people who do not want to be vaccinated? Are we in new apartheid with the health pass? or should they be forced to get vaccinated?
Analysis from the theory of the state, the social contract, and the concept of ""freedom"". 

#Philosophy #vaccine 

https://t.co/kvnW1UxBop"
"crazynellz","Vaccine hesitant people, I will tolerate and try to talk through their concerns. Anti-vaxxers? You people are the Typhoid Marys of the 21st century and you MUST be ostracized."
"villagerssn","I find it fascinating that a bunch of Very Smart pro vaccine people are ripping into the data for the new Merck medication in a way that they didn't for the Pfizer vaccine data.
Will be interesting to see how they deal with the Pfizer anti viral. https://t.co/9aOoF2FKyO"
"NGiollaEaspaig","@paddyb_ireland @rodneyedwards This is anti vaccine mandate, is it not? https://t.co/tTV2AaLmfV"
"marcvolovic","Oooohhhh... I want to translate this so very much and post it. Somewhere. Where the the anti-vaccine Israidiots would try this on for size. Problem is - I do not have enough social media contacts and no one would believe me... https://t.co/1rhbMXltdI"
"marcvolovic","@DaaamnItsCold Oooohhhh... I want to translate this so very much and post it. Somewhere. Where the the anti-vaccine Israidiots would try this on for size. Problem is - I do not have enough social media contacts and no one would believe me..."
"AlterNet","Paul Krugman argues the GOP is 'pro-COVID' and is trying to 'keep the pandemic going' https://t.co/v6uiDszlNt"
"VimalaMcClure","How anti-vaccine activists and the GOP are growing closer : NPR https://t.co/v4JYo8Eooj"
"SpeakingasI","@ClarkieThomson @mattym1985 @piersmorgan OFGS.  What is it that anti vaxxers do to their limited brains to understand.  A vaccine is not 100% effective.  Two cases in Africa of a none intravenous vaccine."
"EvolvingNerd","This strategy doesn't work for anti-#science anti-vaxxers when it comes to #COVID19. For some reason, they believe the #vaccine is worse than the #coronavirus. This is beyond stupid. They are on a new level of ignorance called Agnorant: ignorant + arrogant
https://t.co/HHvfZJqe0v"
"Seanannigans91","The most important article anyone could read right now. A principled, evidence based argument as to why people NEED to get vaccinated, and why those who don't are putting massive pressure on all of our health services. 

https://t.co/QadLpp8UeY"
"lg213_","https://t.co/MCBiUgpKMg
When the anti-smoking propaganda kicked into full force everyone got on board. Smokers have been banned, taxed and made to feel like criminals. Some cities/states left the bans/fees up to voters. You all went along. I tried warning everyone what was coming"
"CherylDaPearl2","Thousands Join Anti-Vaccine Protest in Melbourne, Australia https://t.co/y8V2iBSzr8 via @YouTube"
"cosinecarl","@CoreyMce @Flash784 @RobK54125908 @BestSummerEver4 @jkenney he's not a good premier. So part of it is due to his mismanagement of covid. But definitely not all of it. The oil thing is a big deal. Another thing ppll ignore is that Alberta is probably the most anti-covid vaccine province in Canada. Many have quit thier jobs due to mandates"
"Parthenogene","@DeviousKindly @JohnTra91639890 @neeratanden What about being anti-vaccine? Is that better?"
"MartinCoops4","Yea it is.

Your point was asking Julia if she is anti-capitalism.. Which of course she isnâ€™t - she was rightly pointing out that a â€˜pandemicâ€™ has been manufactured to make billions for those who control the vaccine programme. https://t.co/IZKubAXfdQ"
"petersterne","@RossBarkan @brianpmangan So people are advocating for open-ended vaccine mandates because the OTC anti-viral treatments aren't available yet.

Once the OTC treatments are available, then the vaccine mandates will no longer be required, and then they'll end.

What's your question?"
